energy,stress,motivation,hour_of_day,persona,focus_readiness
3,9,8,0,Early Bird,48.34286761524481
6,4,8,2,Early Bird,58.366890065703195
9,2,2,12,Early Bird,58.47243678670379
10,4,10,7,Early Bird,99.98441049718406
9,7,5,23,Early Bird,59.062659464887886
6,9,1,11,Early Bird,87.69210271715605
7,10,9,9,Early Bird,85.58857585839134
5,8,8,3,Early Bird,52.18178264859845
1,1,4,5,Early Bird,50.211063588657964
9,2,10,16,Early Bird,18.992866177876937
2,5,4,19,Early Bird,46.93282465201331
2,10,5,13,Early Bird,49.84204002961134
5,6,6,21,Early Bird,55.84520519148812
3,6,8,11,Early Bird,85.70501782809038
1,1,2,10,Early Bird,81.84971148235225
9,4,3,15,Early Bird,21.203892567845898
8,10,9,11,Early Bird,89.7286707656559
3,7,7,5,Early Bird,48.1479111496743
6,2,10,5,Early Bird,57.6461248039551
2,1,5,15,Early Bird,19.25656186364995
2,2,7,7,Early Bird,78.74533054449294
4,1,7,16,Early Bird,18.270028214781703
4,8,2,21,Early Bird,54.91804319405369
5,10,4,4,Early Bird,58.16399893612956
10,5,8,9,Early Bird,97.64699918697023
8,6,5,2,Early Bird,56.64372900150076
10,4,9,21,Early Bird,62.23257591449981
3,1,9,6,Early Bird,52.45632748034569
1,3,4,19,Early Bird,51.74253574972861
1,7,10,13,Early Bird,51.451216314528494
1,2,4,19,Early Bird,45.47901289129749
1,2,1,12,Early Bird,55.83051458813582
4,4,7,9,Early Bird,84.46149332066058
5,10,1,16,Early Bird,24.472573240455333
6,2,8,12,Early Bird,54.90635256039493
8,3,5,2,Early Bird,53.615331468247554
10,3,3,12,Early Bird,62.33782166218249
7,10,8,4,Early Bird,56.12827469070791
5,4,7,9,Early Bird,85.33754713476435
8,9,3,15,Early Bird,26.949456632759578
7,9,4,14,Early Bird,23.173071723113953
8,8,4,1,Early Bird,61.10188976949707
8,8,10,3,Early Bird,52.66423724798045
7,5,5,8,Early Bird,89.95895547775693
9,9,6,5,Early Bird,56.80545978831101
4,3,3,21,Early Bird,50.93041346604512
4,6,3,3,Early Bird,55.998937502727635
7,10,2,4,Early Bird,58.38777387856185
9,3,9,15,Early Bird,28.87919562511382
1,7,10,9,Early Bird,71.83969234715654
2,9,1,10,Early Bird,78.02567958016247
1,4,4,14,Early Bird,27.401186928055516
9,5,5,5,Early Bird,61.13918354277981
3,4,1,8,Early Bird,83.88041551943924
8,2,8,14,Early Bird,23.037997123328424
1,7,10,6,Early Bird,56.385634067736966
9,1,2,8,Early Bird,91.32509473816191
6,4,4,20,Early Bird,52.699537301084916
3,1,1,11,Early Bird,78.87186387732642
1,1,3,14,Early Bird,26.128520239683134
4,4,2,16,Early Bird,21.819133025825163
4,8,3,5,Early Bird,55.36438550892714
9,1,1,7,Early Bird,93.02118947588453
6,8,3,18,Early Bird,54.019036581579655
10,9,4,3,Early Bird,55.532549649715214
6,3,9,4,Early Bird,59.04475694736547
8,7,8,22,Early Bird,61.6358319561592
3,3,2,19,Early Bird,53.78375159370157
8,1,1,11,Early Bird,87.99258420518231
1,6,1,4,Early Bird,47.69462040624032
9,5,6,23,Early Bird,56.88903635130047
9,3,6,4,Early Bird,61.795939264878726
2,7,4,0,Early Bird,56.16177223315779
7,7,3,21,Early Bird,60.43987174968578
8,4,8,17,Early Bird,23.918130181080898
10,1,2,5,Early Bird,59.19823165673092
10,5,9,4,Early Bird,61.023381940319126
1,1,7,2,Early Bird,47.13744292182211
10,2,9,2,Early Bird,57.23442056062406
10,6,6,10,Early Bird,91.98812788375551
7,7,6,19,Early Bird,55.359959746238204
3,4,3,14,Early Bird,20.68503466902184
2,5,2,21,Early Bird,55.569734191723505
6,9,4,1,Early Bird,59.04102722163159
4,1,3,9,Early Bird,79.11192913924583
3,5,8,21,Early Bird,54.521243776278645
4,2,9,12,Early Bird,53.31182776779592
4,7,1,8,Early Bird,82.86956915055842
4,3,1,9,Early Bird,86.3730600796115
10,6,6,16,Early Bird,23.997768307060177
10,2,6,17,Early Bird,25.675923766122825
9,4,9,18,Early Bird,57.89141921349992
8,1,9,8,Early Bird,93.42259299945643
8,7,1,20,Early Bird,55.0802730598824
7,4,1,13,Early Bird,54.25142425355627
8,2,3,0,Early Bird,55.50453337530867
2,7,10,17,Early Bird,22.499055330908803
8,3,10,5,Early Bird,59.41600681275782
1,7,8,13,Early Bird,53.932704096484635
1,9,6,10,Early Bird,74.74146569184283
9,7,1,0,Early Bird,59.91145578681463
8,5,2,10,Early Bird,93.16468751537843
6,10,8,3,Early Bird,52.539128029151975
2,2,6,10,Early Bird,79.34087337248297
10,9,4,21,Early Bird,57.928840121583974
6,8,4,14,Early Bird,23.01227902302637
1,7,3,13,Early Bird,50.913874229363316
6,6,5,15,Early Bird,22.53878728301834
5,1,10,20,Early Bird,57.56817767049112
4,3,3,3,Early Bird,56.8733692054106
5,1,4,11,Early Bird,85.29881726956432
7,9,5,19,Early Bird,52.020733243565815
8,9,7,13,Early Bird,54.56338534600324
10,10,7,15,Early Bird,20.909882125836525
1,1,5,8,Early Bird,77.92478252168748
5,10,7,16,Early Bird,16.030197910101634
7,3,9,21,Early Bird,55.89831302900851
7,4,7,12,Early Bird,51.491476606702506
1,7,8,20,Early Bird,53.92745015803413
2,6,6,0,Early Bird,54.75536333182724
1,10,3,13,Early Bird,51.94061390185055
3,4,2,8,Early Bird,78.35569917462578
10,7,7,14,Early Bird,20.86714749773729
8,8,9,14,Early Bird,22.305677987487172
1,1,3,2,Early Bird,54.25778008896839
1,2,2,18,Early Bird,54.16565655399313
6,1,2,15,Early Bird,23.39945363427286
5,7,8,16,Early Bird,23.404261546550302
7,5,10,16,Early Bird,26.777495614256058
7,5,1,16,Early Bird,25.647857253051704
1,9,3,14,Early Bird,19.712331299297723
10,9,6,8,Early Bird,96.09220108570524
8,8,1,21,Early Bird,57.84063804094736
3,6,9,6,Early Bird,56.670706647255884
3,3,2,8,Early Bird,80.72962577702697
5,9,8,17,Early Bird,25.570156744882205
3,2,8,21,Early Bird,48.98552279413063
8,4,4,16,Early Bird,23.738404053710553
2,2,6,14,Early Bird,20.798978574169467
3,6,8,22,Early Bird,51.28587733565026
4,4,10,10,Early Bird,82.45041824533422
2,1,9,1,Early Bird,53.95348438195694
8,9,4,7,Early Bird,95.30630735751805
7,10,4,16,Early Bird,16.87194518252997
3,5,3,11,Early Bird,78.83808098450415
9,6,10,16,Early Bird,26.08649390543906
7,3,5,3,Early Bird,57.41182840703487
10,10,6,15,Early Bird,28.486602367122256
8,8,9,7,Early Bird,94.10177542925668
10,1,10,1,Early Bird,60.856034521329754
2,3,10,22,Early Bird,55.32501305991145
6,9,3,5,Early Bird,57.79034833902493
3,1,5,13,Early Bird,54.38961887629737
6,10,7,20,Early Bird,51.898586580619266
4,7,7,5,Early Bird,55.99675190083258
4,1,8,0,Early Bird,56.091939116737194
5,6,6,20,Early Bird,57.94028060521031
6,9,8,13,Early Bird,57.06766813266296
8,8,7,7,Early Bird,88.99157312473257
8,1,6,5,Early Bird,58.82566386627349
4,10,3,12,Early Bird,61.3483793968743
1,3,4,10,Early Bird,73.4710902292302
5,3,6,10,Early Bird,81.90479626061047
7,10,3,2,Early Bird,60.34008151783182
5,5,10,18,Early Bird,55.43466349929067
3,2,10,10,Early Bird,81.07170912985487
9,4,3,22,Early Bird,60.10294787897426
5,3,5,11,Early Bird,78.69992047704513
2,4,6,16,Early Bird,23.105547856476278
2,7,6,17,Early Bird,20.81414176170571
8,7,5,11,Early Bird,96.88776157159238
9,9,6,9,Early Bird,93.01108701554354
6,3,1,6,Early Bird,52.38199939678259
6,6,2,14,Early Bird,24.120479808205168
1,2,4,17,Early Bird,22.069237012007182
8,6,4,5,Early Bird,61.9926015411015
3,8,10,12,Early Bird,53.72396580475034
6,2,4,21,Early Bird,52.54695774914148
10,8,8,10,Early Bird,92.57769379559116
4,4,7,15,Early Bird,21.552984401908404
7,8,5,22,Early Bird,59.6860662922878
3,3,4,4,Early Bird,51.105266812504006
10,1,7,7,Early Bird,93.93781535939873
5,7,1,16,Early Bird,19.90840630238087
10,3,2,17,Early Bird,21.418867037017513
4,2,6,23,Early Bird,53.09596065092535
10,4,5,19,Early Bird,59.814707400419614
8,7,8,10,Early Bird,92.43832455425819
8,8,10,6,Early Bird,53.75507238437186
4,5,10,21,Early Bird,50.100317162111025
4,2,6,23,Early Bird,48.245701198488625
5,6,10,7,Early Bird,84.54968733524349
8,3,7,16,Early Bird,24.939149129739437
10,9,7,9,Early Bird,94.88702016942368
5,8,2,8,Early Bird,83.38003709282293
2,3,8,16,Early Bird,17.724073576001537
10,7,7,12,Early Bird,56.44691948306393
2,9,6,18,Early Bird,50.50184710422589
7,9,3,15,Early Bird,18.38838523951984
4,9,8,12,Early Bird,51.226602035611336
1,1,5,5,Early Bird,56.71240976871902
10,6,4,6,Early Bird,64.87787674608619
8,9,6,5,Early Bird,57.34973495054148
3,3,6,1,Early Bird,53.68913305040689
6,6,8,22,Early Bird,52.68541162081244
3,10,3,11,Early Bird,81.6616242810416
1,5,4,8,Early Bird,77.40620744745084
4,7,6,3,Early Bird,48.99468373829212
10,2,1,19,Early Bird,56.04203425866071
4,1,1,14,Early Bird,20.176154658144448
1,8,10,7,Early Bird,74.19048087563121
10,7,5,16,Early Bird,22.99666133059334
9,7,2,21,Early Bird,64.8175777072984
7,2,2,12,Early Bird,52.79699148553175
5,5,7,16,Early Bird,29.7301459482214
9,4,10,11,Early Bird,93.66447486983519
5,7,4,0,Early Bird,52.66782977242329
1,9,9,7,Early Bird,79.0799740709978
8,1,8,9,Early Bird,95.28735105565309
1,1,10,20,Early Bird,49.15514868555499
5,8,7,23,Early Bird,53.080024549667655
5,3,6,7,Early Bird,84.50133554586955
9,1,3,18,Early Bird,58.415908111649955
3,2,8,18,Early Bird,52.807435468674505
7,1,6,18,Early Bird,55.17334818656899
6,7,5,18,Early Bird,53.249546474778455
4,4,6,16,Early Bird,24.628140377589382
3,10,3,13,Early Bird,57.41801202725294
8,8,1,9,Early Bird,93.98971153173834
8,8,2,3,Early Bird,56.60051386231541
6,9,8,11,Early Bird,84.35933942753302
9,2,3,23,Early Bird,55.21905712596922
6,10,9,19,Early Bird,57.40001294589824
3,8,5,2,Early Bird,57.56301868147814
10,1,3,11,Early Bird,93.81511341051029
2,7,2,19,Early Bird,53.72601659234675
7,4,7,15,Early Bird,20.186766167465247
9,2,3,20,Early Bird,61.77191137575321
9,4,1,19,Early Bird,60.05751490507064
1,4,6,14,Early Bird,18.788945900758957
10,10,4,14,Early Bird,21.372896809032444
9,10,5,5,Early Bird,58.28498548305929
1,7,4,17,Early Bird,26.189237217318347
8,2,10,19,Early Bird,58.65935297027338
1,8,7,10,Early Bird,76.63187319921283
5,7,5,23,Early Bird,55.28011712282996
6,5,9,15,Early Bird,25.09019272769553
3,7,10,12,Early Bird,55.96722263208643
8,6,10,8,Early Bird,89.27635907159836
4,9,1,22,Early Bird,52.74040961674104
6,8,5,14,Early Bird,19.770508194771075
10,6,10,20,Early Bird,60.6638583651916
1,6,6,2,Early Bird,47.13850929424725
1,1,6,12,Early Bird,46.808645444661025
1,6,1,15,Early Bird,24.20145169626788
8,6,1,20,Early Bird,57.80599741002882
8,3,6,4,Early Bird,58.57127166977517
9,2,10,14,Early Bird,25.847656163855103
5,10,4,5,Early Bird,56.3605261376634
2,4,1,13,Early Bird,49.053117897235964
7,7,3,10,Early Bird,89.22871468304473
3,3,4,3,Early Bird,52.4606016645454
3,10,8,23,Early Bird,48.3159429926681
2,1,3,3,Early Bird,56.139516099220174
6,10,5,15,Early Bird,20.883182658583493
8,4,10,12,Early Bird,55.17374039573521
2,3,6,7,Early Bird,84.26479921494172
9,7,2,7,Early Bird,93.05520489235032
7,8,3,6,Early Bird,61.1112290819516
3,10,6,17,Early Bird,25.788373406132024
2,5,5,6,Early Bird,54.325466482104346
7,5,6,23,Early Bird,58.65912025755708
10,4,7,5,Early Bird,61.96402985244694
8,10,9,4,Early Bird,56.58020485950085
10,4,6,15,Early Bird,25.45936768777323
10,1,4,3,Early Bird,62.97212476111055
1,9,3,4,Early Bird,51.81252773205898
3,6,1,19,Early Bird,53.90575478914783
6,7,10,2,Early Bird,48.98673549969454
9,9,7,9,Early Bird,88.89980479955128
3,5,4,22,Early Bird,49.514648468262905
8,9,10,13,Early Bird,57.1505833097687
10,9,10,22,Early Bird,58.61994851692111
10,3,5,20,Early Bird,57.14232563154431
6,7,7,16,Early Bird,24.47362299623599
9,10,2,21,Early Bird,57.925911860759044
1,3,2,2,Early Bird,51.21804157298802
6,9,10,11,Early Bird,85.76552056631346
4,7,6,1,Early Bird,54.17332309204054
8,7,7,13,Early Bird,55.85298995884708
8,1,1,23,Early Bird,56.88712594128533
10,4,6,14,Early Bird,24.350715915172334
5,7,10,6,Early Bird,54.96718648895141
5,3,4,14,Early Bird,20.52754518610097
4,3,10,20,Early Bird,55.825326208422574
4,4,9,5,Early Bird,56.14295680762096
4,2,6,15,Early Bird,23.158923645342604
3,7,2,12,Early Bird,51.836302373947824
6,4,6,19,Early Bird,55.06245151797299
7,3,3,5,Early Bird,58.83006950935335
6,4,9,19,Early Bird,58.935266336084105
2,5,4,22,Early Bird,53.56642763780181
5,6,10,3,Early Bird,53.869898710289306
10,9,10,6,Early Bird,59.381055589142015
4,3,10,2,Early Bird,57.15837467070814
3,5,2,19,Early Bird,53.671244958722916
10,2,2,23,Early Bird,63.43381884615027
7,5,8,0,Early Bird,57.629139897592104
7,5,4,6,Early Bird,58.990343187454535
2,10,8,3,Early Bird,49.82726040382498
3,10,8,17,Early Bird,24.20119576518519
3,10,1,21,Early Bird,54.353675957955524
2,1,2,21,Early Bird,47.03013037696668
9,10,10,7,Early Bird,91.42665559121204
1,8,9,21,Early Bird,51.851253070984505
4,2,9,15,Early Bird,19.036379977297752
2,10,9,1,Early Bird,49.000300221208896
10,9,10,1,Early Bird,59.2884367847638
4,7,2,0,Early Bird,57.58369029355239
6,2,9,13,Early Bird,58.76217653868168
2,5,4,6,Early Bird,49.680749633288556
5,2,8,13,Early Bird,55.00150019510089
2,10,6,23,Early Bird,54.64336941783858
4,8,9,0,Early Bird,56.10562734392376
4,4,2,5,Early Bird,51.35679499001613
4,5,8,18,Early Bird,51.86333770905285
7,6,1,12,Early Bird,57.60686716915887
1,9,6,14,Early Bird,19.77639175059956
2,5,4,22,Early Bird,54.64422258677072
1,5,3,16,Early Bird,22.663406087636744
3,6,7,7,Early Bird,81.36931825376283
9,6,2,12,Early Bird,61.773002848975345
5,9,8,22,Early Bird,51.603151733568154
7,6,8,10,Early Bird,88.81276538259316
6,10,3,19,Early Bird,59.830896158264565
10,5,1,16,Early Bird,26.014070443305123
2,4,6,7,Early Bird,76.62310482338768
3,3,5,11,Early Bird,79.80270343853722
4,4,9,6,Early Bird,53.99964255432272
6,9,6,19,Early Bird,59.250021313733946
5,6,3,7,Early Bird,84.83828545298279
9,4,8,18,Early Bird,56.053089258868056
7,3,7,13,Early Bird,56.777260002046916
6,2,3,5,Early Bird,55.50738768591045
4,6,1,9,Early Bird,79.6890863862518
8,7,7,3,Early Bird,58.40689602632786
9,10,6,13,Early Bird,60.386039929787856
5,5,8,15,Early Bird,21.98931932522477
9,9,6,21,Early Bird,62.67113102200787
1,7,10,10,Early Bird,73.47547607485119
6,9,7,12,Early Bird,56.6540752763977
9,10,9,21,Early Bird,56.06355726175658
3,1,4,13,Early Bird,54.374504344366095
1,3,4,12,Early Bird,48.06083632584958
8,9,3,5,Early Bird,62.7504318317488
6,4,10,5,Early Bird,52.64666347928909
7,9,10,6,Early Bird,58.201444159518985
9,10,10,6,Early Bird,59.39319555864755
2,6,4,0,Early Bird,51.16056897286898
2,4,1,3,Early Bird,49.10638661526943
6,10,4,0,Early Bird,55.636024162074904
3,8,8,18,Early Bird,51.777349939488566
4,2,4,10,Early Bird,85.58490837349383
2,3,4,4,Early Bird,52.417181195960254
1,7,10,15,Early Bird,24.107433242959026
6,2,4,17,Early Bird,23.951440954131424
10,5,7,0,Early Bird,57.05063359625448
8,8,6,18,Early Bird,53.143584073426965
5,2,5,9,Early Bird,89.13748776459249
6,7,9,21,Early Bird,55.749859566684606
5,7,1,10,Early Bird,84.47516630199607
4,7,5,11,Early Bird,79.79031401275849
6,2,3,6,Early Bird,55.29699526687381
5,10,1,11,Early Bird,87.42233415402505
10,4,2,3,Early Bird,63.42439295391675
6,2,6,9,Early Bird,85.32201018558827
9,7,9,20,Early Bird,60.566751908053334
7,3,7,16,Early Bird,23.206254260671287
9,10,6,4,Early Bird,63.201199384385845
10,7,10,14,Early Bird,26.66267411183812
7,3,3,9,Early Bird,87.56706325218798
6,6,3,2,Early Bird,52.234593884079814
8,8,7,19,Early Bird,57.305545041999366
3,8,7,15,Early Bird,21.46396378010161
3,9,5,6,Early Bird,53.52586033680177
5,1,10,10,Early Bird,80.98982368337221
8,8,1,17,Early Bird,23.725801327472656
10,9,4,22,Early Bird,59.75736450640362
6,5,9,17,Early Bird,25.9105904800559
9,3,8,14,Early Bird,20.885193196315885
9,8,4,0,Early Bird,60.587048899676326
7,5,9,19,Early Bird,57.170863320764695
6,2,2,1,Early Bird,53.19596386855024
2,9,7,10,Early Bird,79.63437326160171
3,3,7,20,Early Bird,53.337086380777414
8,9,1,18,Early Bird,58.13676911050903
7,6,7,23,Early Bird,55.207729904570314
7,1,3,19,Early Bird,60.23370521835997
1,5,10,2,Early Bird,50.249436500378515
6,7,6,21,Early Bird,52.790119530222256
3,8,7,22,Early Bird,47.80989878169412
5,9,9,0,Early Bird,60.649827302233184
6,7,3,22,Early Bird,48.1188039295755
2,7,1,20,Early Bird,50.43579672454374
9,7,7,12,Early Bird,57.389830669750914
7,2,4,5,Early Bird,59.1483320942433
9,5,9,20,Early Bird,61.06119738757675
1,7,4,4,Early Bird,55.39962257783581
6,5,1,8,Early Bird,85.33397308841002
9,6,9,5,Early Bird,56.07913397115312
6,2,8,2,Early Bird,55.66061584245278
8,3,2,16,Early Bird,20.102350909662526
4,8,3,0,Early Bird,54.687224064617105
9,2,3,22,Early Bird,62.22295403814668
3,9,6,18,Early Bird,50.51795300107894
1,2,8,22,Early Bird,47.487084363835166
2,2,9,12,Early Bird,47.332089921046276
9,7,10,9,Early Bird,98.5882394770718
9,4,2,23,Early Bird,62.71875201932468
4,8,9,12,Early Bird,52.81131096569472
9,10,4,16,Early Bird,24.177935627857952
4,2,2,12,Early Bird,56.99825709803373
4,10,10,8,Early Bird,84.00843488907869
5,3,5,9,Early Bird,84.31757122013978
4,8,5,9,Early Bird,89.03610239288183
7,7,8,6,Early Bird,57.40851864919448
5,7,10,18,Early Bird,53.66531696035346
7,1,2,12,Early Bird,54.28991712735693
10,7,10,22,Early Bird,54.065324251875566
2,6,4,4,Early Bird,52.14080470618111
3,6,3,14,Early Bird,22.952772699782905
7,3,7,13,Early Bird,58.60123831122472
1,3,6,3,Early Bird,46.47543643693821
9,6,8,18,Early Bird,55.52906457457313
8,2,4,18,Early Bird,56.86797376915657
7,10,2,3,Early Bird,59.15185074347633
9,6,8,17,Early Bird,24.948090446813566
9,7,1,13,Early Bird,60.092420888163986
8,10,3,1,Early Bird,57.95693660030756
5,6,8,6,Early Bird,54.60963211093034
8,3,4,15,Early Bird,26.450603908596786
9,1,8,23,Early Bird,57.72119432997072
6,4,3,2,Early Bird,55.3888186158752
6,7,7,8,Early Bird,92.41954863198603
10,5,1,17,Early Bird,29.38385283260571
1,3,5,15,Early Bird,14.96825563520416
3,4,3,19,Early Bird,58.555645675801614
1,8,4,22,Early Bird,50.1567970861759
2,2,6,13,Early Bird,50.45775084185842
2,4,7,7,Early Bird,78.37498253780333
3,9,2,23,Early Bird,53.180410933904874
4,1,1,1,Early Bird,55.04276730768831
9,2,2,21,Early Bird,57.46756152269116
9,6,8,21,Early Bird,58.877182014143486
2,1,5,13,Early Bird,52.266742977439236
4,5,5,21,Early Bird,57.275673942462326
3,5,2,16,Early Bird,20.239659315271947
7,2,4,20,Early Bird,54.95165292473679
7,2,6,16,Early Bird,23.491749276897455
4,3,9,4,Early Bird,54.06318059509308
8,9,5,9,Early Bird,88.85595796902871
6,1,2,6,Early Bird,57.563839715041446
1,1,1,23,Early Bird,47.805424785810146
1,10,9,22,Early Bird,48.6173490041567
4,6,2,22,Early Bird,51.47600651457307
1,8,2,21,Early Bird,53.80122087761201
1,5,7,9,Early Bird,77.93440268978316
6,3,10,1,Early Bird,57.29104532571426
10,4,3,6,Early Bird,60.966246932300955
8,6,6,0,Early Bird,57.96672398815419
4,1,4,17,Early Bird,22.865233446148185
9,10,3,23,Early Bird,57.3119239266793
3,6,4,23,Early Bird,48.98251479339056
6,9,7,2,Early Bird,56.47923010115223
6,4,3,8,Early Bird,90.67577621126705
2,7,10,16,Early Bird,21.400460236327994
6,7,9,14,Early Bird,21.845613397480804
8,7,3,11,Early Bird,91.86589645269514
2,3,2,0,Early Bird,52.54318822831325
5,1,3,0,Early Bird,58.90983411194819
5,5,6,7,Early Bird,84.03396046837649
4,10,1,22,Early Bird,53.27702041843441
7,5,7,11,Early Bird,86.44339510603525
4,7,3,1,Early Bird,49.61170107866664
10,2,1,4,Early Bird,61.43383163200172
9,4,1,21,Early Bird,62.05643623910283
5,10,6,18,Early Bird,51.2065047791351
7,7,10,12,Early Bird,51.620680642396266
7,10,1,14,Early Bird,25.890987591166823
9,5,2,22,Early Bird,60.35221637013064
10,1,7,5,Early Bird,63.94433947678951
10,3,3,22,Early Bird,58.30346613534706
2,1,9,8,Early Bird,82.54567327887989
7,9,1,13,Early Bird,58.442724278246686
4,6,7,9,Early Bird,83.89281482839137
4,5,1,0,Early Bird,50.74688637462863
10,3,10,18,Early Bird,63.54997143132947
9,1,2,1,Early Bird,64.02170476622618
4,2,7,12,Early Bird,57.88818918534419
6,10,1,10,Early Bird,83.67852954959264
10,9,5,15,Early Bird,23.187497190052436
8,8,8,0,Early Bird,53.849612464514905
1,8,5,1,Early Bird,46.6903717978673
8,9,4,16,Early Bird,22.26007920257753
1,5,2,15,Early Bird,25.44719886160146
5,5,2,22,Early Bird,56.879471204531676
8,10,1,17,Early Bird,21.217306941412623
2,1,9,13,Early Bird,55.207838372717326
1,4,2,19,Early Bird,56.0147488522332
9,5,7,18,Early Bird,64.27909157700293
10,4,10,13,Early Bird,59.80776670755385
5,3,2,0,Early Bird,56.60887272855157
10,3,1,11,Early Bird,97.0785727527123
3,1,7,2,Early Bird,54.747713956426416
8,4,4,20,Early Bird,53.008740414904025
4,8,6,0,Early Bird,57.147376251720075
1,9,10,21,Early Bird,49.33698609806001
7,6,4,15,Early Bird,29.319965174429004
7,9,10,13,Early Bird,60.02841536578791
4,3,4,3,Early Bird,51.46517568421951
10,2,1,11,Early Bird,95.1270563923023
8,2,10,20,Early Bird,59.64764554750014
4,8,2,9,Early Bird,85.88091438884442
2,4,4,13,Early Bird,53.38745087220056
3,7,8,1,Early Bird,52.24553222752553
3,2,6,12,Early Bird,56.28301935920796
4,6,2,11,Early Bird,84.08535728678521
5,3,8,6,Early Bird,58.25328873215319
3,6,4,20,Early Bird,53.29091053028255
5,3,10,4,Early Bird,54.56713617208978
7,5,5,8,Early Bird,85.49739735406192
1,10,5,7,Early Bird,78.56165917319728
5,9,6,7,Early Bird,85.40212265869907
7,7,10,11,Early Bird,89.72189823207546
6,7,2,8,Early Bird,88.74029652490562
1,7,4,9,Early Bird,78.63036938286231
2,10,5,21,Early Bird,52.55369305763613
3,2,1,9,Early Bird,83.6675151706032
2,6,8,18,Early Bird,50.65300309262832
9,2,8,10,Early Bird,92.96375396868855
5,4,10,20,Early Bird,53.43427974968491
10,6,2,20,Early Bird,61.520632369171686
6,5,2,6,Early Bird,55.26300417212179
9,1,10,5,Early Bird,61.58490398891644
6,6,6,11,Early Bird,87.41489435039973
6,8,3,9,Early Bird,85.48733710823352
